,BoilingPoint,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BertzCT,Chi0,Chi0v,Chi1,Chi1v,Chi2v,Chi3n,Chi3v,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,SMR_VSA1,SMR_VSA9,SlogP_VSA2,TPSA,EState_VSA5,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState3,VSA_EState6,VSA_EState7,VSA_EState8,HeavyAtomCount,NHOHCount,NumHDonors,MolLogP,MolMR,fr_Al_OH,fr_Al_OH_noTert,fr_ether,fr_unbrch_alkane
sample_123,376.8,10.61194822,-1.114027778,10.61194822,0.550121797,180.159,172.095,180.0422587,68,0.339003787,-0.477539527,0.477539527,0.339003787,1.307692308,1.923076923,2.461538462,16.53611122,10.18228238,2.104306981,-2.031132092,2.169834557,-2.063000062,5.913065796,-0.131414342,343.2228677,9.844934983,6.981359544,6.109060905,3.617453648,2.394955678,1.371154665,1.371154665,0.887171219,-1.84,729.6807529,9.249605735,3.709251258,2.297415033,74.75705264,9.843390349,12.13273414,12.13273414,6.9237372,19.43246472,5.749511833,17.04513797,63.6,19.05647134,4.736862954,5.106527395,4.686898148,8.687243008,5.978792517,0.0,1.220863568,13,1,1,1.3101,44.7103,0,0,1,0
sample_124,357.2,3.305555556,0.625,3.305555556,0.553986563,101.193,86.073,101.1204495,44,0.001268865,-0.312334426,0.312334426,0.001268865,0.857142857,1.142857143,1.142857143,14.91322627,10.30248587,1.919384418,-2.095466907,1.803504604,-2.289913409,4.552986895,0.517965423,33.44467836,5.86180732,5.654700538,3.125897658,2.886751346,2.476067743,0.666666667,0.666666667,0.666666667,-0.04,19.09358393,6.96,3.026851632,5.96,46.11382378,5.316788604,27.6949488,0.0,12.08368166,0.0,0.0,12.08368166,12.03,0.0,33.0117374,0.0,0.0,3.305555556,1.25,0.0,8.611111111,7,1,1,1.3928,33.4077,0,0,0,0
sample_125,382.0,3.284722222,1.174444444,3.284722222,0.527646237,101.193,86.073,101.1204495,44,-0.005155142,-0.31675343,0.31675343,0.005155142,1.0,1.428571429,1.714285714,14.83541158,10.41869849,1.76119869,-1.951779232,1.711169928,-2.140657068,4.394448741,0.661635385,23.3609904,5.535533906,5.328427125,3.414213562,3.121320344,1.75,0.853553391,0.853553391,0.478553391,-0.04,35.50960993,6.96,5.96,5.96,46.11382378,5.316788604,13.8474744,25.93115606,0.0,0.0,0.0,13.08951281,12.03,25.93115606,19.164263,0.0,0.0,3.284722222,0.0,2.5,6.715277778,7,1,1,1.396,33.4517,0,0,0,2
sample_126,451.9,10.00648148,0.729166667,10.00648148,0.495636268,106.124,100.076,106.0418648,40,0.149548029,-0.297896412,0.297896412,0.149548029,1.125,1.75,2.125,16.12891862,10.23603213,1.794730721,-1.814861063,1.909959326,-1.725086234,5.737575003,0.111834695,167.001517,5.819990956,4.372349906,3.931851653,2.435060998,1.528534733,0.935655255,0.935655255,0.531606339,-1.11,91.36757728,5.035137881,2.262450086,0.936277399,47.95786733,0.0,30.33183534,0.0,5.563451492,4.794537184,0.0,6.286160523,17.07,0.0,0.0,0.0,0.0,0.0,9.097685185,0.833333333,0.0,8,0,0,1.4991,31.8295,0,0,0,0
sample_127,522.4,10.20092593,-0.879074074,10.20092593,0.610603539,122.123,116.075,122.0367794,46,0.335178235,-0.477639251,0.477639251,0.335178235,1.222222222,1.777777778,2.111111111,16.36552806,10.2158578,1.960773903,-1.876559698,1.95538299,-1.930628591,5.868348678,0.069666741,203.4159526,6.690234444,4.742213232,4.304530453,2.588414546,1.671177968,1.020739643,1.020739643,0.580729834,-1.31,129.2253387,5.820039012,2.306763636,1.287705032,52.75210109,5.106527395,18.19910121,12.13273414,0.0,9.901064579,0.0,11.07583268,37.3,0.0,0.0,5.106527395,0.0,8.384814815,8.295648148,0.0,0.0,9,1,1,1.3848,33.4013,0,0,0,0
sample_128,383.8,2.083333333,1.321759259,2.083333333,0.45880628,92.141,84.077,92.06260026,36,-0.039774526,-0.062249086,0.062249086,0.039774526,1.0,1.571428571,1.857142857,13.78210528,10.24462622,1.7152547,-1.822323872,1.916278996,-1.622155593,5.111827209,1.475756642,129.9656602,5.112884175,4.386751346,3.39384685,2.410683603,1.654700538,0.940455735,0.940455735,0.534377897,-0.78,47.19725257,4.380771704,1.78328604,1.038264132,43.79634523,0.0,35.89528683,6.9237372,0.0,0.0,0.0,0.0,0.0,5.563451492,19.05647134,0.0,0.0,0.0,10.26157407,0.0,2.083333333,7,0,0,1.99502,31.179,0,0,0,0
sample_129,477.9,8.537592593,0.139722222,8.537592593,0.572343612,108.14,100.076,108.0575149,42,0.06813694,-0.391680468,0.391680468,0.06813694,1.125,1.75,2.125,16.2502435,10.22648003,1.806301482,-1.887328947,1.949100336,-1.772683675,5.124430983,0.281609266,145.7328145,5.819990956,4.541071723,3.931851653,2.580464759,1.643712443,1.025398848,1.025398848,0.583419827,-0.82,91.36757728,5.319275766,2.478228729,1.073981897,48.59057899,5.106527395,30.33183534,5.563451492,0.0,5.106527395,0.0,5.106527395,20.23,0.0,0.0,5.106527395,0.0,8.537592593,9.524074074,0.0,0.139722222,8,1,1,1.1789,32.3648,1,1,0,0
sample_13,344.1,3.248263889,1.131944444,3.248263889,0.465988151,122.993,115.937,121.9731123,26,0.002862797,-0.09281865,0.09281865,0.002862797,1.75,2.0,2.0,79.91872953,10.59366058,1.582145349,-1.655371313,1.799761563,-1.539329899,9.08886046,1.118197151,5.245112498,3.414213562,4.378174574,1.914213562,2.595836931,1.481980506,0.188982237,0.981980506,0.0,0.48,6.854752972,4.48,3.48,2.48,35.33668286,0.0,22.8536811,6.420821623,5.330089647,0.0,0.0,5.330089647,0.0,6.420821623,22.8536811,0.0,0.0,1.131944444,0.0,1.236111111,2.133680556,4,0,0,1.7913,24.085,0,0,0,0
sample_130,475.4,8.813055556,0.337962963,8.813055556,0.535935436,108.14,100.076,108.0575149,42,0.115339652,-0.507956572,0.507956572,0.115339652,1.375,2.125,2.5,16.25465666,10.22455321,1.826185112,-1.894289843,2.078239447,-1.664621632,5.250714755,0.474665185,164.2466295,5.983127663,4.756614672,3.7876937,2.544974003,1.839003483,1.001656402,1.001656402,0.627970249,-0.98,64.0524865,5.162450142,1.864622199,0.997109257,48.59057899,5.106527395,12.13273414,24.61992283,0.0,5.106527395,5.749511833,5.106527395,20.23,0.0,0.0,5.106527395,0.0,8.813055556,7.150185185,0.0,1.944166667,8,1,1,1.70062,32.8438,0,0,0,0
sample_131,464.1,8.919259259,0.368055556,8.919259259,0.535935436,108.14,100.076,108.0575149,42,0.117979619,-0.507687284,0.507687284,0.117979619,1.25,1.875,2.25,16.25527441,10.21459244,1.864690118,-1.917934987,2.117131452,-1.683916199,5.292269352,0.470915195,160.4966295,5.983127663,4.756614672,3.804530453,2.550957067,1.786486626,1.115454155,1.115454155,0.563420527,-0.98,72.49526583,5.162450142,1.864622199,0.808016781,48.59057899,5.106527395,18.19910121,18.55355576,0.0,5.106527395,5.749511833,5.106527395,20.23,0.0,0.0,5.106527395,0.0,8.919259259,7.252037037,0.0,1.87037037,8,1,1,1.70062,32.8438,0,0,0,0
sample_132,476.6,5.458611111,0.837962963,5.458611111,0.500282,107.156,98.084,107.0734993,42,0.031614018,-0.398720858,0.398720858,0.031614018,1.375,2.125,2.5,14.53446499,10.21201373,1.806614773,-1.906127995,2.026064951,-1.820913547,5.393245218,1.474674574,164.2466295,5.983127663,4.886751346,3.7876937,2.61004234,1.914137926,1.042129458,1.042129458,0.67012099,-0.98,64.0524865,5.162450142,1.864622199,0.997109257,49.13623593,5.733667477,12.13273414,24.61992283,5.687386275,0.0,0.0,0.0,26.02,5.563451492,0.0,5.733667477,0.0,0.0,7.79962963,0.0,2.024166667,8,2,1,1.57722,35.5914,0,0,0,0
sample_133,473.6,5.519814815,0.868055556,5.519814815,0.500282,107.156,98.084,107.0734993,42,0.03432088,-0.398514098,0.398514098,0.03432088,1.25,1.875,2.25,14.54580357,10.19678368,1.840287818,-1.93304226,2.059019307,-1.854617202,5.444284158,1.473148293,160.4966295,5.983127663,4.886751346,3.804530453,2.616025404,1.856588016,1.18846138,1.18846138,0.586787657,-0.98,72.49526583,5.162450142,1.864622199,0.808016781,49.13623593,5.733667477,18.19910121,18.55355576,5.687386275,0.0,0.0,0.0,26.02,0.0,0.0,5.733667477,0.0,0.0,7.804259259,0.0,1.99537037,8,2,1,1.57722,35.5914,0,0,0,0
sample_134,421.0,10.34634637,-0.330138889,10.34634637,0.32571682,128.171,116.075,128.0837296,52,0.329637876,-0.462546367,0.462546367,0.329637876,1.777777778,2.444444444,2.888888889,16.53186128,10.35802894,1.908399136,-1.966611422,1.875283434,-2.002028702,5.806046346,-0.137327897,97.08927323,7.112884175,5.722273975,4.308060412,3.100953631,1.725174842,0.908878596,0.908878596,0.376024148,-0.79,94.26737929,8.21,5.348696255,5.074900257,55.51436801,4.736862954,19.92349451,6.420821623,6.076020107,9.531400138,0.0,12.57618725,26.3,6.076020107,11.31579864,0.0,4.674583333,0.0,0.0,3.152443311,5.82343254,9,0,0,1.5157,36.064,0,0,1,1
sample_135,405.1,10.37597222,-0.343796296,10.37597222,0.423598256,128.171,116.075,128.0837296,52,0.329647699,-0.462272912,0.462272912,0.329647699,1.777777778,2.333333333,2.666666667,16.53239943,10.24163622,1.962061359,-2.023040036,1.917072958,-2.059653477,5.806209277,-0.138255283,105.4837784,7.276020882,5.885410682,4.16390246,2.956795679,2.228010823,0.725592232,0.725592232,0.307725445,-0.79,78.51304536,8.21,4.125077866,5.074900257,55.51436801,4.736862954,20.42641008,5.917906046,6.076020107,9.531400138,0.0,12.57618725,26.3,6.076020107,6.578935684,4.736862954,4.695601852,0.0,0.0,1.169027778,7.706064815,9,0,0,1.3716,35.994,0,0,1,0
sample_136,376.6,2.301574074,1.097222222,2.301574074,0.472575834,98.189,84.077,98.10955045,42,-0.041690858,-0.065118181,0.065118181,0.041690858,1.285714286,1.857142857,2.142857143,14.16581175,10.06709918,2.105565165,-1.99226671,2.260285178,-1.859529876,4.638598147,0.530509909,42.0,5.112884175,5.112884175,3.431851653,3.431851653,2.558730745,2.052095141,2.052095141,1.418611262,0.0,66.31310983,5.142857143,2.34375,1.185185185,45.92307256,0.0,39.02784531,5.917906046,0.0,0.0,0.0,0.0,0.0,32.10410811,6.9237372,0.0,0.0,0.0,0.0,7.434537037,2.301574074,7,0,0,2.5866,32.249,0,0,0,0
sample_137,362.9,2.296296296,0.865740741,2.296296296,0.500181791,100.205,84.077,100.1252005,44,-0.042223387,-0.065118468,0.065118468,0.042223387,1.142857143,1.571428571,1.571428571,14.06688122,9.959180683,2.006427673,-2.101310606,2.113159453,-1.998760246,4.516176878,0.407449229,37.30296891,5.86180732,5.86180732,3.180739213,3.180739213,2.629549111,1.782021738,1.782021738,0.471404521,0.0,27.9770933,7.0,3.06122449,2.666666667,46.92890371,0.0,34.11577042,11.83581209,0.0,0.0,0.0,0.0,0.0,6.420821623,27.6949488,0.0,0.0,0.0,0.0,1.31712963,9.081018519,7,0,0,2.6885,34.293,0,0,0,0
sample_138,371.6,2.245694444,1.361111111,2.245694444,0.476309874,100.205,84.077,100.1252005,44,-0.053326092,-0.065382383,0.065382383,0.053326092,0.714285714,1.142857143,1.428571429,13.86223338,10.16409857,1.796206848,-1.901933057,1.995333383,-1.702801434,4.354233383,0.656098566,19.21928095,5.535533906,5.535533906,3.414213562,3.414213562,2.060660172,1.207106781,1.207106781,0.676776695,0.0,35.50960993,7.0,6.0,6.0,46.92890371,0.0,45.95158251,0.0,0.0,0.0,0.0,0.0,0.0,32.10410811,13.8474744,0.0,0.0,0.0,0.0,7.008611111,4.491388889,7,0,0,2.9767,34.433,0,0,0,2
sample_139,363.2,2.273472222,0.902731481,2.273472222,0.511270349,100.205,84.077,100.1252005,44,-0.047132749,-0.065382212,0.065382212,0.047132749,1.285714286,1.857142857,2.0,13.94608135,10.0801429,1.882187693,-1.983765768,2.037532459,-1.834667333,4.417096157,0.549642554,29.01955001,5.698670613,5.698670613,3.27005561,3.27005561,2.536075375,1.135027805,1.135027805,0.612372436,0.0,29.01955001,7.0,4.166666667,6.0,46.92890371,0.0,40.03367647,5.917906046,0.0,0.0,0.0,0.0,0.0,19.26246487,20.7712116,0.0,0.0,0.0,0.0,4.145185185,6.785416667,7,0,0,2.8326,34.363,0,0,0,0
sample_14,308.9,5.274691358,0.305555556,5.274691358,0.386541834,78.542,71.486,78.0236279,26,0.027912831,-0.123611771,0.123611771,0.027912831,1.5,1.5,1.5,35.49574318,10.57709345,1.711117356,-1.75513732,1.842508685,-1.703773904,6.195516775,1.098397809,8.0,3.577350269,3.711243688,1.732050808,1.809354209,1.886657611,0.0,0.0,0.0,0.29,3.245112498,4.29,1.593951368,45.31259215,31.77240148,0.0,0.0,13.8474744,5.377087868,0.0,0.0,5.377087868,0.0,0.0,0.0,11.60093989,0.0,0.305555556,0.0,0.0,3.864197531,4,0,0,1.6336,20.989,0,0,0,0
sample_140,365.0,2.309027778,0.949074074,2.309027778,0.511270349,100.205,84.077,100.1252005,44,-0.044552451,-0.065372426,0.065372426,0.044552451,1.285714286,1.857142857,2.0,13.98369322,10.04240028,1.921034308,-2.020283745,2.067663286,-1.877939526,4.451311173,0.508967293,31.01955001,5.698670613,5.698670613,3.308060412,3.308060412,2.302095141,1.478397839,1.478397839,0.696923425,0.0,31.91663524,7.0,4.166666667,3.84,46.92890371,0.0,40.03367647,5.917906046,0.0,0.0,0.0,0.0,0.0,19.26246487,20.7712116,0.0,0.0,0.0,0.0,4.082685185,6.801574074,7,0,0,2.8326,34.363,0,0,0,0
sample_141,418.3,3.630925926,1.173611111,3.630925926,0.512605938,104.152,96.088,104.0626003,40,-0.026255789,-0.09847005,0.09847005,0.026255789,1.125,1.75,2.125,13.81386693,10.21337852,1.753175678,-1.847610823,1.969026457,-1.63323054,5.452095615,1.666574467,162.6530014,5.819990956,4.671208396,3.931851653,2.607607028,1.614807748,1.035274752,1.035274752,0.589121682,-1.04,91.36757728,5.103678161,2.31410722,0.968848852,49.47168432,0.0,42.98679113,5.563451492,0.0,0.0,0.0,0.0,0.0,5.563451492,6.578935684,0.0,0.0,0.0,10.0287963,1.833333333,3.630925926,8,0,0,2.3296,36.533,0,0,0,0
sample_142,475.1,10.64537037,0.120925926,10.64537037,0.517046754,120.151,112.087,120.0575149,46,0.159298497,-0.294512207,0.294512207,0.159298497,1.222222222,1.777777778,2.111111111,16.13739126,10.15436074,1.922712512,-1.889898504,1.969861928,-1.881047752,5.933640771,0.101299191,201.0674371,6.690234444,5.294999636,4.304530453,2.864807748,1.922211622,1.180315333,1.180315333,0.672860901,-1.11,129.2253387,6.016742712,2.443752552,1.38925248,54.32280945,0.0,30.33183534,6.9237372,5.563451492,4.794537184,0.0,5.783244946,17.07,0.0,0.0,0.0,0.0,0.0,9.226759259,0.0,1.564814815,9,0,0,1.8892,36.4465,0,0,0,0
sample_143,409.4,2.162037037,1.139722222,2.162037037,0.514757822,106.168,96.088,106.0782503,42,-0.030744083,-0.062248742,0.062248742,0.030744083,1.125,1.75,2.125,13.85659694,10.17071031,1.794357751,-1.891751252,1.963140558,-1.7334265,5.13313817,1.14041522,141.3842989,5.819990956,5.093858127,3.931851653,2.971343774,1.83915195,1.251072953,1.251072953,0.713712832,-0.78,91.36757728,5.358504155,2.508347808,1.093537203,50.16128735,0.0,37.25557254,11.98427311,0.0,0.0,0.0,0.0,0.0,5.563451492,31.18920547,0.0,0.0,0.0,10.45518519,1.139722222,2.162037037,8,0,0,2.249,35.82,0,0,0,0
sample_144,412.3,2.166666667,1.337962963,2.166666667,0.475757685,106.168,96.088,106.0782503,42,-0.039764605,-0.061740871,0.061740871,0.039764605,1.0,1.5,1.75,13.8660978,10.16162066,1.801969643,-1.902575147,1.995430885,-1.709763566,5.197667924,1.386522421,159.8981139,5.983127663,5.309401077,3.7876937,2.821367205,2.158154862,1.173575314,1.173575314,0.807015525,-0.78,64.0524865,5.358504155,1.993744712,1.093537203,50.16128735,0.0,35.39237126,13.8474744,0.0,0.0,0.0,0.0,0.0,11.12690298,38.11294267,0.0,0.0,0.0,8.449074074,0.0,4.208333333,8,0,0,2.30344,35.916,0,0,0,0
sample_145,411.5,2.12037037,1.329259259,2.12037037,0.475757685,106.168,96.088,106.0782503,42,-0.039774194,-0.059062579,0.059062579,0.039774194,0.75,1.0,1.25,13.85792627,10.16974647,1.793218016,-1.895019118,1.988240613,-1.700595642,5.18939181,1.398536374,138.8981139,5.983127663,5.309401077,3.7876937,2.821367205,2.154700538,1.218233513,1.218233513,0.636894534,-0.78,70.79892376,5.358504155,1.993744712,1.093537203,50.16128735,0.0,35.39237126,13.8474744,0.0,0.0,0.0,0.0,0.0,11.12690298,38.11294267,0.0,0.0,0.0,8.481481481,0.0,4.193333333,8,0,0,2.30344,35.916,0,0,0,0
sample_146,474.2,9.206296296,0.414351852,9.206296296,0.557704396,122.167,112.087,122.0731649,48,0.120883846,-0.507407376,0.507407376,0.120883846,1.111111111,1.555555556,1.888888889,16.25593166,10.13178506,1.946240093,-1.987108573,2.186485735,-1.763483679,5.374543916,0.46668512,195.5576621,6.853371151,5.679264403,4.215214055,2.967623734,2.240415625,1.4394939,1.4394939,0.805660824,-0.98,109.7375151,6.144688279,2.094917408,1.043572384,54.9555211,5.106527395,18.19910121,24.97437738,0.0,5.106527395,5.749511833,5.106527395,20.23,0.0,0.0,0.0,0.0,9.206296296,5.717314815,0.0,3.782407407,9,1,1,2.00904,37.5808,0,0,0,0
sample_147,466.7,2.083333333,1.247685185,2.083333333,0.546827449,121.183,110.095,121.0891494,48,0.036048726,-0.377661479,0.377661479,0.036048726,1.0,1.555555556,1.888888889,15.05549977,10.29563143,1.871597487,-2.099361361,2.067504743,-2.070589506,5.432787598,1.131950392,167.1823264,6.690234444,5.833964941,4.304530453,3.028717591,2.22997635,1.27259138,1.27259138,0.726136501,-0.98,129.2253387,6.144688279,2.533930223,1.456737692,55.92112102,4.899909731,18.19910121,12.13273414,19.78273024,0.0,0.0,14.09534397,3.24,5.687386275,17.03264387,0.0,0.0,0.0,10.26157407,0.0,0.0,9,0,0,1.7526,40.769,0,0,0,0
sample_148,402.9,2.378796296,1.003472222,2.378796296,0.451755297,112.216,96.088,112.1252005,48,-0.041698204,-0.062254863,0.062254863,0.041698204,0.875,1.25,1.5,14.20874424,9.818666442,2.149789642,-2.240315778,2.277817443,-2.119093942,4.668795292,0.277071028,56.4385619,5.983127663,5.983127663,3.804530453,3.804530453,3.239024819,2.540336414,2.540336414,1.501661279,0.0,72.49526583,6.125,2.52,1.239669421,52.28801468,0.0,39.53076089,11.83581209,0.0,0.0,0.0,0.0,0.0,25.68328649,13.8474744,0.0,0.0,0.0,0.0,5.90212963,4.757592593,8,0,0,2.8326,36.796,0,0,0,0
sample_149,396.6,2.378796296,1.003472222,2.378796296,0.451755297,112.216,96.088,112.1252005,48,-0.041698204,-0.062254863,0.062254863,0.041698204,0.875,1.25,1.5,14.20874424,9.818666442,2.149789642,-2.240315778,2.277817443,-2.119093942,4.668795292,0.277071028,56.4385619,5.983127663,5.983127663,3.804530453,3.804530453,3.239024819,2.540336414,2.540336414,1.501661279,0.0,72.49526583,6.125,2.52,1.239669421,52.28801468,0.0,39.53076089,11.83581209,0.0,0.0,0.0,0.0,0.0,25.68328649,13.8474744,0.0,0.0,0.0,0.0,5.90212963,4.757592593,8,0,0,2.8326,36.796,0,0,0,0
sample_15,319.7,5.18595679,0.791666667,5.18595679,0.418436036,78.542,71.486,78.0236279,26,0.022033046,-0.126727887,0.126727887,0.022033046,1.75,2.0,2.0,35.49566236,10.58706376,1.586344415,-1.652180908,1.753287435,-1.551988969,6.173169761,1.099065248,5.245112498,3.414213562,3.548106981,1.914213562,2.008890507,1.06694671,0.188982237,0.56694671,0.0,0.29,6.854752972,4.29,3.29,2.29,31.77240148,0.0,6.9237372,6.420821623,5.880003445,0.0,0.0,5.880003445,0.0,0.0,0.0,11.60093989,0.0,0.0,0.0,1.084876543,2.048611111,4,0,0,1.6352,21.011,0,0,0,0
sample_150,393.2,2.370694444,1.012731481,2.370694444,0.451755297,112.216,96.088,112.1252005,48,-0.04402657,-0.062499713,0.062499713,0.04402657,1.0,1.5,1.75,14.19064365,9.836943786,2.130805712,-2.222905972,2.268785425,-2.088626563,4.655491722,0.300900005,58.4385619,5.983127663,5.983127663,3.7876937,3.7876937,3.376949351,2.198584704,2.198584704,1.73736354,0.0,64.0524865,6.125,2.52,1.5,52.28801468,0.0,33.10993927,18.25663372,0.0,0.0,0.0,0.0,0.0,25.68328649,13.8474744,0.0,0.0,0.0,0.0,5.899814815,4.741388889,8,0,0,2.8326,36.796,0,0,0,0
sample_151,397.6,2.370694444,1.012731481,2.370694444,0.451755297,112.216,96.088,112.1252005,48,-0.04402657,-0.062499713,0.062499713,0.04402657,1.0,1.5,1.75,14.19064365,9.836943786,2.130805712,-2.222905972,2.268785425,-2.088626563,4.655491722,0.300900005,58.4385619,5.983127663,5.983127663,3.7876937,3.7876937,3.376949351,2.198584704,2.198584704,1.73736354,0.0,64.0524865,6.125,2.52,1.5,52.28801468,0.0,33.10993927,18.25663372,0.0,0.0,0.0,0.0,0.0,25.68328649,13.8474744,0.0,0.0,0.0,0.0,5.899814815,4.741388889,8,0,0,2.8326,36.796,0,0,0,0
sample_152,397.5,2.366944444,1.01962963,2.366944444,0.451755297,112.216,96.088,112.1252005,48,-0.044260161,-0.062509376,0.062509376,0.044260161,0.75,1.0,1.25,14.18543661,9.8420836,2.125341632,-2.218020308,2.266095997,-2.080201477,4.651602947,0.307550027,48.4385619,5.983127663,5.983127663,3.7876937,3.7876937,3.365043969,2.304530453,2.304530453,1.426746322,0.0,70.79892376,6.125,2.52,1.5,52.28801468,0.0,39.53076089,11.83581209,0.0,0.0,0.0,0.0,0.0,25.68328649,13.8474744,0.0,0.0,0.0,0.0,5.893518519,4.733888889,8,0,0,2.8326,36.796,0,0,0,0
sample_153,392.5,2.366944444,1.01962963,2.366944444,0.451755297,112.216,96.088,112.1252005,48,-0.044260161,-0.062509376,0.062509376,0.044260161,0.75,1.0,1.25,14.18543661,9.8420836,2.125341632,-2.218020308,2.266095997,-2.080201477,4.651602947,0.307550027,48.4385619,5.983127663,5.983127663,3.7876937,3.7876937,3.365043969,2.304530453,2.304530453,1.426746322,0.0,70.79892376,6.125,2.52,1.5,52.28801468,0.0,39.53076089,11.83581209,0.0,0.0,0.0,0.0,0.0,25.68328649,13.8474744,0.0,0.0,0.0,0.0,5.893518519,4.733888889,8,0,0,2.8326,36.796,0,0,0,0
sample_154,405.0,2.315462963,1.086805556,2.315462963,0.488902998,112.216,96.088,112.1252005,48,-0.041690861,-0.065118181,0.065118181,0.041690861,1.125,1.75,2.125,14.15103371,9.876364521,2.090487945,-2.184200906,2.248322599,-2.030636311,4.62513296,0.349429264,51.05865003,5.819990956,5.819990956,3.931851653,3.931851653,2.912284135,2.302095141,2.302095141,1.595387957,0.0,91.36757728,6.125,3.111111111,1.5,52.28801468,0.0,45.44866694,5.917906046,0.0,0.0,0.0,0.0,0.0,38.52492974,6.9237372,0.0,0.0,0.0,0.0,8.931064815,2.315462963,8,0,0,2.9767,36.866,0,0,0,0
sample_155,404.1,2.29,1.111111111,2.29,0.514863604,112.216,96.088,112.1252005,48,-0.041438635,-0.065372252,0.065372252,0.041438635,1.25,1.875,2.375,14.17968283,10.03046526,2.119754478,-2.028770348,2.274663711,-1.890936819,4.652729682,0.496497722,51.05865003,5.819990956,5.819990956,3.931851653,3.931851653,2.939157589,2.171668296,2.171668296,1.707286396,0.0,107.1071907,6.125,3.111111111,1.5,52.28801468,0.0,45.44866694,5.917906046,0.0,0.0,0.0,0.0,0.0,38.52492974,6.9237372,0.0,0.0,0.0,0.0,8.932222222,2.29,8,0,0,2.9767,36.866,0,0,0,0
sample_156,374.6,3.840486111,0.422453704,3.840486111,0.457318441,112.216,96.088,112.1252005,48,-0.02767551,-0.100120661,0.100120661,0.02767551,1.375,1.75,1.75,14.13566164,9.891238818,2.07934818,-2.165335094,2.214980645,-2.034493519,4.914785035,0.410074687,82.70165767,6.78445705,6.414213562,3.416502219,3.060660172,3.694543648,0.832106781,0.832106781,0.905330086,-0.26,23.0053905,7.74,2.340807863,5.74,52.6042428,0.0,26.34431613,18.75954929,0.0,0.0,0.0,0.0,0.0,5.57310453,34.27388448,0.0,0.0,0.0,0.0,1.131944444,12.58680556,8,0,0,2.9987,38.886,0,0,0,0
sample_157,378.1,2.270833333,0.359953704,2.270833333,0.422474624,112.216,96.088,112.1252005,48,-0.020070233,-0.080487514,0.080487514,0.020070233,1.125,1.5,1.5,14.08328396,9.943607957,2.026535702,-2.113692285,2.15948614,-1.985388279,4.99520937,0.539732,87.09616281,6.78445705,6.577350269,3.416502219,3.077350269,3.58771324,0.721687836,0.721687836,0.866025404,-0.26,23.0053905,7.74,2.340807863,5.74,52.6042428,0.0,32.42033624,19.26246487,0.0,0.0,0.0,0.0,0.0,5.57310453,40.69470611,0.0,0.0,0.0,0.0,2.270833333,10.88541667,8,0,0,2.9987,38.886,0,0,0,0
sample_158,420.6,10.8250463,-0.103055556,10.8250463,0.564835869,144.214,128.086,144.1150298,60,0.307870976,-0.465213342,0.465213342,0.307870976,1.3,1.8,2.1,16.53374061,10.20185176,2.07405879,-2.077395786,1.986530149,-2.142988507,5.709194101,-0.147890958,105.8252188,8.14626437,7.1783039,4.53658126,3.703247927,3.178587216,1.030330086,1.030330086,0.415466547,-0.53,111.0417522,9.47,4.311528395,4.358753835,62.56891316,4.736862954,27.6949488,5.917906046,0.0,9.531400138,0.0,12.57618725,26.3,0.0,0.0,4.736862954,4.925925926,0.0,0.0,0.0,8.253518519,10,0,0,1.8416,40.635,0,0,1,0
sample_159,388.8,2.327546296,0.870324074,2.327546296,0.528634716,114.232,96.088,114.1408506,50,-0.041971158,-0.065372253,0.065372253,0.041971158,1.125,1.625,1.75,14.08896196,9.937761137,2.028842975,-2.122390038,2.141848387,-2.015215439,4.541247424,0.388613801,46.0,6.568914101,6.568914101,3.680739213,3.680739213,3.009975955,1.882088123,1.882088123,0.788675135,0.0,45.11498676,8.0,3.9375,3.06122449,53.29384583,0.0,40.53659204,11.83581209,0.0,0.0,0.0,0.0,0.0,12.84164325,27.6949488,0.0,0.0,0.0,0.0,2.719259259,9.160416667,8,0,0,3.0786,38.91,0,0,0,0
sample_16,326.5,4.909722222,0.583333333,4.909722222,0.425240303,57.096,50.04,57.05784922,24,0.010374434,-0.327052285,0.327052285,0.010374434,2.0,2.25,2.25,14.49607704,10.67398786,1.429038034,-1.606233192,1.399557535,-1.895941789,4.640181887,1.26160337,17.2451125,3.414213562,2.568914101,1.914213562,1.224744871,0.524377395,0.166666667,0.166666667,0.0,-0.3,6.854752972,3.7,2.7,1.7,26.11942292,5.733667477,6.076020107,0.0,6.544756406,0.0,0.0,6.544756406,26.02,0.0,6.578935684,5.733667477,0.0,0.0,0.0,1.652777778,3.9375,4,2,1,0.1311,19.2514,0,0,0,0
